34200.002168,1,1000000,206,1502500,-1
34200.006948,1,1000001,265,1502200,-1
34200.013408,1,1000002,229,1502100,-1
34200.021042,1,1000003,191,1501500,-1
34200.034938,1,1000004,129,1498100,1
34200.039266,1,1000005,202,1499500,1
34200.042437,1,1000006,395,1503600,-1
34200.047576,1,1000007,277,1498400,1
34200.053786,1,1000008,288,1501800,-1
34200.056946,1,1000009,304,1498400,1
34200.068166,1,1000010,406,1503200,-1
34200.078028,1,1000011,120,1502200,-1
34200.092176,1,1000012,286,1501300,-1
34200.099888,1,1000013,337,1503700,-1
34200.112383,1,1000014,447,1501500,-1
34200.116119,1,1000015,16,1498900,1
34200.122152,1,1000016,338,1499000,1
34200.132809,1,1000017,312,1501100,-1
34200.133331,1,1000018,176,1497800,1
34200.146756,1,1000019,37,1498700,1
34200.151246,1,1000020,43,1503000,-1
34200.157911,1,1000021,197,1503200,-1
34200.163205,1,1000022,105,1497100,1
34200.168612,1,1000023,207,1500700,-1
34200.180603,1,1000024,44,1500300,-1
34200.194457,1,1000025,316,1498700,1
34200.206296,1,1000026,408,1500900,-1
34200.211806,1,1000027,348,1498100,1
34200.222088,1,1000028,126,1498500,1
34200.229534,1,1000029,56,1497800,1
34200.232990,1,1000030,465,1501000,-1
34200.246937,1,1000031,500,1497100,1
34200.257800,1,1000032,432,1498400,1
34200.269613,1,1000033,61,1502300,-1
34200.278492,1,1000034,373,1497000,1
34200.278924,1,1000035,211,1502400,-1
34200.279229,1,1000036,200,1502700,-1
34200.291012,1,1000037,174,1501600,-1
34200.302525,1,1000038,287,1501400,-1
34200.306316,1,1000039,357,1500700,-1
34200.320653,1,1000040,416,1498900,1
34200.327425,1,1000041,466,1496100,1
34200.337873,1,1000042,62,1498800,1
34200.345056,1,1000043,50,1498500,1
34200.346859,1,1000044,498,1497000,1
34200.361804,1,1000045,350,1496200,1
34200.372147,1,1000046,401,1502500,-1
34200.379580,1,1000047,99,1499700,-1
34200.389673,1,1000048,483,1498000,1
34200.393967,1,1000049,111,1497800,1
34200.398678,1,1000050,134,1500500,-1
34200.409565,1,1000051,124,1496500,1
34200.417662,1,1000052,487,1497300,1
34200.426310,1,1000053,219,1502400,-1
34200.433112,1,1000054,176,1500200,-1
34200.441829,1,1000055,190,1501700,-1
34200.454051,1,1000056,92,1497800,1
34200.456893,1,1000057,441,1499800,-1
34200.465274,1,1000058,319,1496400,1
34200.467420,1,1000059,79,1497500,1
34200.468486,1,1000060,433,1501300,-1
34200.469609,1,1000061,497,1501700,-1
34200.470733,1,1000062,180,1496700,1
34200.475050,1,1000063,435,1501300,-1
34200.477555,1,1000064,343,1497400,1
34200.490236,1,1000065,44,1498400,1
34200.497540,1,1000066,357,1496200,1
34200.509241,1,1000067,470,1502300,-1
34200.510091,1,1000068,57,1500600,-1
34200.512733,1,1000069,139,1496200,1
34200.524797,1,1000070,21,1496400,1
34200.537309,1,1000071,80,1495900,1
34200.549518,1,1000072,292,1497100,1
34200.556474,1,1000073,94,1497800,1
34200.565132,1,1000074,319,1500700,-1
34200.569913,1,1000075,59,1496300,1
34200.577423,1,1000076,345,1498100,1
34200.578130,1,1000077,308,1499700,-1
34200.592705,1,1000078,216,1501700,-1
34200.597140,1,1000079,120,1497500,1
34200.604640,1,1000080,257,1500700,-1
34200.613439,1,1000081,278,1501700,-1
34200.615151,1,1000082,94,1500900,-1
34200.630100,1,1000083,422,1498000,1
34200.634775,1,1000084,149,1496100,1
34200.637049,1,1000085,105,1499500,-1
34200.644872,1,1000086,108,1497300,1
34200.653019,1,1000087,88,1496100,1
34200.667484,1,1000088,11,1498300,1
34200.680500,1,1000089,369,1500100,-1
34200.686189,1,1000090,59,1499400,-1
34200.687854,1,1000091,226,1498000,1
34200.702312,1,1000092,135,1497200,1
34200.716780,1,1000093,284,1496600,1
34200.728137,1,1000094,210,1495500,1
34200.729551,1,1000095,344,1502000,-1
34200.738849,1,1000096,36,1496500,1
34200.753661,1,1000097,280,1501900,-1
34200.763247,1,1000098,68,1499700,-1
34200.768527,1,1000099,488,1500700,-1
34200.773230,1,1000100,296,1496900,1
34200.782635,1,1000101,452,1498900,1
34200.793719,1,1000102,61,1497000,1
34200.799242,1,1000103,313,1501900,-1
34200.803916,1,1000104,418,1498700,1
34200.815076,1,1000105,331,1500400,-1
34200.816981,1,1000106,397,1497400,1
34200.829239,1,1000107,303,1501700,-1
34200.833736,1,1000108,326,1496800,1
34200.839242,1,1000109,397,1503100,-1
34200.840888,1,1000110,310,1500600,-1
34200.853365,1,1000111,89,1501200,-1
34200.865913,1,1000112,95,1497700,1
34200.869582,1,1000113,343,1501300,-1
34200.884524,1,1000114,426,1497600,1
34200.896654,1,1000115,168,1498300,1
34200.906830,1,1000116,105,1502000,-1
34200.913032,1,1000117,362,1501100,-1
34200.917479,1,1000118,477,1503000,-1
34200.926205,1,1000119,491,1498100,1
34200.938420,1,1000120,330,1498800,1
34200.946391,1,1000121,251,1502100,-1
34200.958330,1,1000122,391,1500100,-1
34200.970954,1,1000123,450,1499300,1
34200.980919,1,1000124,430,1500000,-1
34200.984936,1,1000125,450,1498600,1
34200.996284,1,1000126,72,1502600,-1
34201.001856,1,1000127,256,1496600,1
34201.003843,1,1000128,342,1497600,1
34201.009507,1,1000129,353,1496000,1
34201.009750,1,1000130,422,1501800,-1
34201.013482,1,1000131,380,1502100,-1
34201.019572,1,1000132,277,1500800,-1
34201.022221,1,1000133,434,1499700,-1
34201.033168,1,1000134,405,1501400,-1
34201.039634,1,1000135,173,1498000,1
34201.043385,1,1000136,159,1497300,1
34201.045456,1,1000137,106,1496800,1
34201.057591,1,1000138,312,1501500,-1
34201.065057,1,1000139,314,1501000,-1
34201.069624,1,1000140,456,1497300,1
34201.082094,1,1000141,291,1499200,-1
34201.097003,1,1000142,282,1496400,1
34201.104756,1,1000143,225,1500500,-1
34201.114918,1,1000144,55,1497600,1
34201.121824,1,1000145,303,1496400,1
34201.124306,1,1000146,448,1500200,-1
34201.131350,1,1000147,468,1501700,-1
34201.142867,1,1000148,212,1496100,1
34201.144228,1,1000149,201,1501000,-1
34201.157935,1,1000150,13,1498800,1
34201.164040,1,1000151,148,1499000,-1
34201.171454,1,1000152,485,1496400,1
34201.178210,1,1000153,186,1498000,1
34201.180032,1,1000154,390,1501000,-1
34201.190079,1,1000155,258,1497500,1
34201.198151,1,1000156,388,1495800,1
34201.198899,1,1000157,261,1495500,1
34201.213403,1,1000158,265,1495600,1
34201.216836,1,1000159,115,1495700,1
34201.220632,1,1000160,27,1501900,-1
34201.228000,1,1000161,268,1497800,1
34201.228870,1,1000162,306,1499600,-1
34201.229663,1,1000163,300,1499100,-1
34201.237093,1,1000164,226,1498600,-1
34201.240881,1,1000165,99,1496200,1
34201.245839,1,1000166,393,1495300,1
34201.258091,1,1000167,309,1500100,-1
34201.266593,1,1000168,492,1496600,1
34201.276243,1,1000169,69,1495200,1
34201.283269,1,1000170,184,1500400,-1
