34200.281817,1,1000000,350,3300000,-1
34200.617491,1,1000001,98,3300300,-1
34200.661974,1,1000002,281,3300700,-1
34201.495957,1,1000003,500,3299100,1
34202.200562,1,1000004,200,3299800,1
34202.242130,1,1000005,332,3298800,1
34202.419381,1,1000006,255,3301400,-1
34202.648044,4,1000006,191,3301400,-1
34202.760441,1,1000007,264,3300500,-1
34202.863990,1,1000008,209,3299800,1
34203.110962,1,1000009,288,3299700,1
34203.494432,1,1000010,424,3299400,1
34203.720993,1,1000011,461,3302300,-1
34203.730272,1,1000012,358,3299900,-1
34203.804330,1,1000013,247,3299900,-1
34203.913899,1,1000014,238,3299000,1
34203.977581,1,1000015,371,3299500,1
34204.098918,1,1000016,131,3300800,-1
34204.328877,1,1000017,312,3299600,1
34204.899536,1,1000018,355,3300200,-1
34204.989811,1,1000019,486,3300100,-1
34206.156659,1,1000020,187,3299400,1
34206.185843,1,1000021,235,3298000,1
34208.028361,1,1000022,349,3300600,-1
34209.231873,1,1000023,356,3299300,1
34209.845505,1,1000024,88,3300600,-1
34210.470576,1,1000025,224,3300000,-1
34210.770603,1,1000026,454,3301500,-1
34211.168647,1,1000027,91,3300700,-1
34213.512842,3,1000023,356,3299300,1
34213.700371,1,1000028,327,3299200,1
34214.038566,1,1000029,61,3297400,1
34214.094624,1,1000030,238,3300100,-1
34214.537411,1,1000031,225,3300500,-1
34214.666762,1,1000032,436,3301600,-1
34214.893830,1,1000033,119,3299300,1
34215.743059,4,1000017,268,3299600,1
34215.799087,1,1000034,475,3300400,-1
34216.142561,2,1000029,16,3297400,1
34216.968346,1,1000035,397,3300700,-1
34217.141347,1,1000036,62,3299600,1
34217.212408,1,1000037,278,3300700,-1
34217.710517,1,1000038,293,3299700,1
34217.715583,1,1000039,141,3300000,-1
34217.914132,1,1000040,251,3299800,-1
34219.176406,1,1000041,282,3298900,1
34220.303144,3,1000021,235,3298000,1
34220.594744,1,1000042,419,3299600,1
34221.672278,1,1000043,214,3302000,-1
34222.578531,1,1000044,275,3299200,1
34223.262759,2,1000004,63,3299800,1
34223.279483,1,1000045,121,3300100,-1
34223.619605,1,1000046,302,3301000,-1
34223.890477,1,1000047,337,3300400,-1
34224.758845,1,1000048,362,3300100,-1
34224.830057,1,1000049,304,3299300,1
34224.886851,1,1000050,255,3299200,1
34225.436457,1,1000051,261,3300100,-1
34225.736380,2,1000031,82,3300500,-1
34225.790189,1,1000052,183,3298700,1
34227.561346,1,1000053,420,3299500,1
34227.884638,1,1000054,486,3300900,-1
34228.450236,1,1000055,365,3300400,-1
34229.383390,1,1000056,160,3299500,1
34230.015211,1,1000057,149,3298500,1
34230.116460,1,1000058,117,3300000,-1
34230.164219,2,1000008,42,3299800,1
34230.626997,2,1000006,13,3301400,-1
34231.163751,1,1000059,438,3300500,-1
34231.705392,1,1000060,104,3299800,1
34232.080835,1,1000061,154,3298300,1
34234.250376,4,1000006,34,3301400,-1
34234.317951,1,1000062,268,3299400,1
34234.747864,1,1000063,482,3300000,-1
34235.031026,1,1000064,312,3299500,1
34235.072509,2,1000058,63,3300000,-1
34235.537044,1,1000065,462,3300200,-1
34235.594893,1,1000066,257,3298000,1
34236.586558,1,1000067,419,3299800,1
34236.782240,1,1000068,232,3299600,1
34238.136886,1,1000069,322,3300300,-1
34242.390192,1,1000070,440,3302400,-1
34242.400996,1,1000071,75,3299000,1
34242.406068,1,1000072,224,3297400,1
34242.798851,2,1000009,108,3299700,1
34243.315483,4,1000051,247,3300100,-1
34243.397042,1,1000073,79,3302400,-1
34243.652543,1,1000074,237,3300500,-1
34243.799671,1,1000075,445,3299100,1
34244.268782,1,1000076,77,3301100,-1
34244.292865,1,1000077,269,3300300,-1
34244.952060,1,1000078,464,3299800,1
34246.457942,1,1000079,110,3298300,1
34246.664396,1,1000080,121,3299400,1
34246.806661,1,1000081,120,3301200,-1
34246.934120,1,1000082,451,3300300,-1
34247.374564,1,1000083,172,3297500,1
34247.700972,1,1000084,399,3299100,1
34247.705428,1,1000085,192,3298800,1
34248.847602,1,1000086,241,3299400,1
34248.958295,2,1000009,91,3299700,1
34249.235799,2,1000028,106,3299200,1
34249.879596,1,1000087,355,3300300,-1
34250.545511,2,1000027,29,3300700,-1
34250.761195,1,1000088,338,3298600,1
34251.052624,2,1000001,14,3300300,-1
34251.164877,1,1000089,405,3300400,-1
34251.237053,1,1000090,237,3300400,-1
34251.509229,1,1000091,321,3299400,1
34251.626237,5,1000092,314,3300000,-1
34252.451467,1,1000093,428,3301400,-1
34252.815454,2,1000074,45,3300500,-1
34252.859457,2,1000029,17,3297400,1
34253.227116,1,1000094,383,3300000,-1
34253.597518,1,1000095,210,3299900,-1
34254.093590,1,1000096,266,3300900,-1
34254.407806,1,1000097,463,3298900,1
34254.726304,1,1000098,412,3300300,-1
34255.545321,2,1000011,251,3302300,-1
34257.026551,1,1000099,413,3301100,-1
34257.282785,1,1000100,242,3300100,-1
34257.513599,1,1000101,80,3299400,1
34257.570675,1,1000102,284,3299000,1
34258.693941,1,1000103,144,3299500,1
34258.819559,1,1000104,193,3299600,1
34259.482607,1,1000105,468,3301400,-1
34259.792948,1,1000106,97,3301500,-1
34260.031567,1,1000107,458,3297300,1
34260.772562,1,1000108,55,3301800,-1
34261.052366,1,1000109,497,3299300,1
34261.744122,2,1000016,55,3300800,-1
34264.074281,1,1000110,127,3299900,-1
34264.880508,1,1000111,416,3298000,1
34265.434228,1,1000112,328,3300000,-1
34265.531555,2,1000058,12,3300000,-1
34265.898413,1,1000113,475,3299500,1
34266.141759,1,1000114,88,3299700,1
34266.376351,1,1000115,474,3300600,-1
34266.382166,1,1000116,284,3301400,-1
34267.253188,1,1000117,127,3300700,-1
34268.550382,1,1000118,94,3300000,-1
34268.771506,1,1000119,190,3298700,1
34268.960089,1,1000120,396,3299600,1
34269.200937,2,1000077,122,3300300,-1
34269.250470,1,1000121,224,3302100,-1
34269.320541,1,1000122,403,3299300,1
34270.510396,1,1000123,453,3299000,1
34270.949396,1,1000124,225,3299000,1
34271.001981,2,1000108,9,3301800,-1
34271.586879,1,1000125,202,3300200,-1
34271.911661,5,1000126,416,3300500,-1
34271.924330,1,1000127,119,3300400,-1
34272.177247,3,1000035,397,3300700,-1
34272.468258,1,1000128,119,3301800,-1
34272.835172,1,1000129,468,3300700,-1
34272.896411,2,1000037,124,3300700,-1
34273.107938,1,1000130,465,3300400,-1
34273.349656,2,1000122,230,3299300,1
34273.852305,1,1000131,353,3299700,1
34274.100831,1,1000132,110,3300100,-1
