34200.123456,1,5001,500,9054300,1
34200.223456,1,5002,300,9054400,-1
34201.000001,2,5001,100,9054300,1
34202.500000,3,5002,300,9054400,-1
34205.750000,4,5003,200,9054500,1
34210.000000,5,5004,150,9054600,-1
34220.125000,6,5005,1000,9054700,1
34230.500000,7,5006,0,0,-1
36000.000000,1,5007,250,9054800,1
37800.111111,2,5007,50,9054800,1
39600.222222,4,5008,125,9054900,-1
41400.333333,5,5009,75,9055000,1
43200.444444,6,5010,600,9055100,-1
45000.555555,7,5011,0,0,1
46800.666666,1,9223372036854771000,10,9876543214123,1
48600.777777,2,5012,25,9055200,-1
50400.888888,3,5013,80,9055300,1
52200.999999,4,5014,95,9055400,-1
54000.123456,5,5015,45,9055500,1
57600.000000,6,5016,700,9055600,-1
55000.000000,1,5017,50,9055700
55100.000000,1,abc,50,9055700,1
55200.000000,1,5018,50,9055800,0
55300.000000,0,5019,50,9055900,1
55400.000000,8,5020,50,9056000,-1
