34200.123456,1,3001,500,3354300,1
34200.223456,1,3002,300,3354400,-1
34201.000001,2,3001,100,3354300,1
34202.500000,3,3002,300,3354400,-1
34205.750000,4,3003,200,3354500,1
34210.000000,5,3004,150,3354600,-1
34220.125000,6,3005,1000,3354700,1
34230.500000,7,3006,0,0,-1
36000.000000,1,3007,250,3354800,1
37800.111111,2,3007,50,3354800,1
39600.222222,4,3008,125,3354900,-1
41400.333333,5,3009,75,3355000,1
43200.444444,6,3010,600,3355100,-1
45000.555555,7,3011,0,0,1
46800.666666,1,9223372036854773000,10,9876543212123,1
48600.777777,2,3012,25,3355200,-1
50400.888888,3,3013,80,3355300,1
52200.999999,4,3014,95,3355400,-1
54000.123456,5,3015,45,3355500,1
57600.000000,6,3016,700,3355600,-1
55000.000000,1,3017,50,3355700
55100.000000,1,abc,50,3355700,1
55200.000000,1,3018,50,3355800,0
55300.000000,0,3019,50,3355900,1
55400.000000,8,3020,50,3356000,-1
